Sno,Album_Name,Artist_Name,Song_Name,Price,Time,Released,Label,Copyright,Genre,Group
11310,"Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)","Aaron Copland, London Symphony Orchestra, William Warfield",Rodeo: Four Dance Episodes: IV. Hoedown,$0.99,3:32," September 30, 2003", Sony Classical/Legacy," (C) 2015 Alefune under exclusive license in the United States to Def Jam Recordings, a division of UMG Recordings, Inc.",Classical,Other
11311,"Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)","Aaron Copland, London Symphony Orchestra, William Warfield","Fanfare for the Common Man (Version of Symphony No. 3, Fourth Movement) (Excerpt)",$0.99,1:56," September 30, 2003", Sony Classical/Legacy," (C) 2015 Alefune under exclusive license in the United States to Def Jam Recordings, a division of UMG Recordings, Inc.",Classical,Other
11312,"Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)","Aaron Copland, London Symphony Orchestra, William Warfield",Celebration (after Billy's capture) from Billy the Kid (Excerpt),$0.99,2:15," September 30, 2003", Sony Classical/Legacy," (C) 2015 Alefune under exclusive license in the United States to Def Jam Recordings, a division of UMG Recordings, Inc.",Classical,Other
11313,Corridos Dedicados a Malverde,Varios Artistas,Malverde un Santo Grande,$0.99,2:58," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11314,Corridos Dedicados a Malverde,Varios Artistas,La Tragedia de Malverde,$0.99,2:43," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11315,Corridos Dedicados a Malverde,Varios Artistas,El Santo Sinaloense,$0.99,3:35," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11316,Corridos Dedicados a Malverde,Varios Artistas,El Musico (feat. La Aguililla),$0.99,3:21," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11317,Corridos Dedicados a Malverde,Varios Artistas,La Historia de Malverde,$0.99,4:07," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11318,Corridos Dedicados a Malverde,Varios Artistas,La Historia de un Bandido,$0.99,2:28," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11319,Corridos Dedicados a Malverde,Varios Artistas,Homenaje a Malverde,$0.99,2:55," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11320,Corridos Dedicados a Malverde,Varios Artistas,Sr Malverde,$0.99,2:32," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11321,Corridos Dedicados a Malverde,Varios Artistas,El Robin Hood Mexicano,$0.99,2:36," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11322,Corridos Dedicados a Malverde,Varios Artistas,SeÌ±or Malverde,$0.99,2:33," September 19, 2014", Gb Records, 2014 Varios Artistas,"Country,Traditional Country,Latin Music,Miscellaneous,International",Country
11323,Corzon NorteÌ±o,Los Sabios del Norte,Error de un Padre,$0.89,2:57," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11324,Corzon NorteÌ±o,Los Sabios del Norte,Mujer Aventurera,$0.89,3:16," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11325,Corzon NorteÌ±o,Los Sabios del Norte,Chiquilla Preciosa,$0.89,2:48," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11326,Corzon NorteÌ±o,Los Sabios del Norte,Como Te Quiero a Ti,$0.89,3:12," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11327,Corzon NorteÌ±o,Los Sabios del Norte,Contrato Con la Muerte,$0.89,3:56," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11328,Corzon NorteÌ±o,Los Sabios del Norte,De Pared en Pared,$0.89,3:27," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11329,Corzon NorteÌ±o,Los Sabios del Norte,Si Ya Me Olvidaste,$0.89,3:13," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11330,Corzon NorteÌ±o,Los Sabios del Norte,Madrecita Reina Mia,$0.89,3:13," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11331,Corzon NorteÌ±o,Los Sabios del Norte,Los Torcidos del Vallejo,$0.89,2:54," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11332,Corzon NorteÌ±o,Los Sabios del Norte,El Tiempo Se Va,$0.89,3:03," July 1, 1995", Joey Records, (C) 2010 Joey Records,"International,Latin Music,Norteno",Other
11333,Country As Me,Chase Rice,Heathens In The Evenin',$0.99,4:08," March 8, 2011", Artist Revolution, 2011 Artist Revolution,"Country,Rock",Country
11334,Country As Me,Chase Rice,Buzz Back,$0.99,3:22," March 8, 2011", Artist Revolution, 2011 Artist Revolution,"Country,Rock",Country
11335,Country As Me,Chase Rice,My Old Man,$0.99,4:04," March 8, 2011", Artist Revolution, 2011 Artist Revolution,"Country,Rock",Country
11336,Country As Me,Chase Rice,Die Tryin',$0.99,3:40," March 8, 2011", Artist Revolution, 2011 Artist Revolution,"Country,Rock",Country
11337,Country As Me,Chase Rice,Country As Me,$0.99,4:01," March 8, 2011", Artist Revolution, 2011 Artist Revolution,"Country,Rock",Country
11338,Country As Me,Chase Rice,Beats A Million Bucks,$0.99,4:15," March 8, 2011", Artist Revolution, 2011 Artist Revolution,"Country,Rock",Country
11339,Country Bluegrass,The Osborne Brothers,Roll Muddy River,$0.99,2:29," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11340,Country Bluegrass,The Osborne Brothers,"Ruby, Are You Mad (Edit)",$0.99,3:02," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11341,Country Bluegrass,The Osborne Brothers,The Kind Of Woman I Got,$0.99,2:27," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11342,Country Bluegrass,The Osborne Brothers,Blue Heartache,$0.99,2:07," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11343,Country Bluegrass,The Osborne Brothers,Don't Let Smokey Mountain Smoke Get In Your Eyes,$0.99,2:14," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11344,Country Bluegrass,The Osborne Brothers,Rocky Top (Single Version),$1.29,2:35," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11345,Country Bluegrass,The Osborne Brothers,Lizzie Lou,$0.99,2:39," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11346,Country Bluegrass,The Osborne Brothers,Up This Hill And Down,$0.99,2:23," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11347,Country Bluegrass,The Osborne Brothers,Georgia Pineywoods,$0.99,2:11," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11348,Country Bluegrass,The Osborne Brothers,My Old Kentucky Home,$0.99,2:26," May 8, 1996", MCA Special Products," (C) Universal Music Enterprises, a Division of UMG Recordings, Inc.",Country,Country
11349,Country Girl (Shake It for Me) (Luke Bryan Tribute) - Single,Shake It for Me,Country Girl (Shake It for Me) [Luke Bryan Tribute],$0.99,4:01," June 27, 2012", Spring Entertainment, 2012 Spring Entertainment,Country,Country
11350,Country for Spring,Shake It for Me,Bringing Back The Sunshine,$1.29,4:02,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11351,Country for Spring,Shake It for Me,The Only Way I Know,$1.29,3:13,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11352,Country for Spring,Shake It for Me,It's A Great Day To Be Alive (Album Version),$1.29,4:01,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11353,Country for Spring,Shake It for Me,"No Shoes, No Shirt, No Problems",$0.99,3:29,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11354,Country for Spring,Shake It for Me,Sunshine & Whiskey,$1.29,3:02,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11355,Country for Spring,Shake It for Me,Chicken Fried,$0.69,3:58,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11356,Country for Spring,Shake It for Me,Where The Green Grass Grows,$1.29,3:21,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11357,Country for Spring,Shake It for Me,Blown Away,$1.29,4:00,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11358,Country for Spring,Shake It for Me,Good Time,$0.99,5:06,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11359,Country for Spring,Shake It for Me,Take A Back Road,$1.29,3:29,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11360,Country for Spring,Shake It for Me,Shades of Green,$0.99,3:34,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11361,Country for Spring,Shake It for Me,Automatic,$1.29,4:07,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11362,Country for Spring,Shake It for Me,Friends We Won't Forget,$1.29,3:38,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11363,Country for Spring,Shake It for Me,Tattoo,$0.69,3:16,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11364,Country for Spring,Shake It for Me,When I Get Where I'm Going,$1.29,4:07,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11365,Country for Spring,Shake It for Me,Just Another Day In Paradise,$1.29,3:53,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11366,Country for Spring,Shake It for Me,Drink to That All Night,$1.29,3:44,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11367,Country for Spring,Shake It for Me,Aw Naw,$1.29,3:08,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11368,Country for Spring,Shake It for Me,County Line,$0.99,2:42,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11369,Country for Spring,Shake It for Me,Somewhere Only We Know,$1.29,3:06,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11370,Country for Spring,Shake It for Me,Anywhere With You,$1.29,3:29,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11371,Country for Spring,Shake It for Me,Chillin' It,$1.29,3:16,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11372,Country for a Cookout,Shake It for Me,Good Time,$0.99,5:06,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11373,Country for a Cookout,Shake It for Me,Nothin' But the Cooler Left,$1.29,3:00,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11374,Country for a Cookout,Shake It for Me,The More I Drink,$1.29,3:37,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11375,Country for a Cookout,Shake It for Me,"Forever And Ever, Amen",$1.29,3:32,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11376,Country for a Cookout,Shake It for Me,It's A Great Day To Be Alive (Album Version),$1.29,4:01,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11377,Country for a Cookout,Shake It for Me,Drink In My Hand,$1.29,3:11,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11378,Country for a Cookout,Shake It for Me,Radio,$1.29,3:08,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11379,Country for a Cookout,Shake It for Me,Killin' Time,$1.29,2:47,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11380,Country for a Cookout,Shake It for Me,Song of the South,$1.29,3:11,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11381,Country for a Cookout,Shake It for Me,Day Drinking,$1.29,2:58,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11382,Country for a Cookout,Shake It for Me,Beat This Summer,$1.29,4:41,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11383,Country for a Cookout,Shake It for Me,Beer Money,$1.29,3:38,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11384,Country for a Cookout,Shake It for Me,Meet in the Middle,$1.29,3:18,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11385,Country for a Cookout,Shake It for Me,Sold [The Grundy County Auction Incident],$1.29,2:32,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11386,Country for a Cookout,Shake It for Me,Friends We Won't Forget,$1.29,3:38,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11387,Country for a Cookout,Shake It for Me,There Ain't Nothin' Wrong with the Radio,$0.99,2:48,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11388,Country for a Cookout,Shake It for Me,Farmer's Daughter,$0.69,3:27,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11389,Country for a Cookout,Shake It for Me,Straight Tequila Night,$0.99,2:53,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11390,Country for a Cookout,Shake It for Me,Watermelon Crawl,$0.99,3:03,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11391,Country for a Cookout,Shake It for Me,Summertime,$1.29,3:26,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11392,Country for a Cookout,Shake It for Me,Some Girls Do,$1.29,3:14,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11393,Country for a Cookout,Shake It for Me,Lips,$1.29,3:48,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11394,Country for a Cookout,Shake It for Me,The Only Way I Know,$1.29,3:13,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11395,Country for a Cookout,Shake It for Me,Pass A Beer,$1.29,3:40,, Spring Entertainment, 2012 Spring Entertainment,Country,Country
11396,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Be Still My Soul,$0.99,4:15," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11397,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Your Name,$0.99,4:37," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11398,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Praise Adonai,$0.99,4:04," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11399,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,I Exalt Thee,$0.99,3:44," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11400,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Be Thou My Vision,$0.99,4:22," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11401,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,I Sing the Mighty Power of God,$0.99,4:00," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11402,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Jesus Lover of My Soul,$0.99,5:00," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11403,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,When I Survey,$0.99,2:59," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11404,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,First Light,$0.99,1:01," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11405,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Courageous Hope,$0.99,3:22," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11406,Courageous Hope: Trumpet And Cinematic Orchestra,Roy Herzer,Jesus Lover of My Soul (Radio Mix),$0.99,3:05," January 1, 2009", Roy Herzer, 2009 Roy Charles Herzer,"Smooth Jazz,Jazz,Pop,Jazz Fusion,Easy Listening",Other
11407,Cowboy Casanova (Karaoke),Carrie Underwood,Cowboy Casanova (Karaoke),$0.99,3:57," January 25, 2010", 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11408,"Cozy, Calm Crafternoon",Carrie Underwood,Can't Pretend,$1.29,3:37,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11409,"Cozy, Calm Crafternoon",Carrie Underwood,Lucky,$1.29,3:11,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11410,"Cozy, Calm Crafternoon",Carrie Underwood,Kiss Me,$1.29,4:40,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11411,"Cozy, Calm Crafternoon",Carrie Underwood,1234,$1.29,3:03,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11412,"Cozy, Calm Crafternoon",Carrie Underwood,Only Love,$1.29,4:09,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11413,"Cozy, Calm Crafternoon",Carrie Underwood,So Far Away,$1.29,3:55,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11414,"Cozy, Calm Crafternoon",Carrie Underwood,Irish Heartbeat,$1.29,5:14,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11415,"Cozy, Calm Crafternoon",Carrie Underwood,You Are Not Alone,$1.29,3:57,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11416,"Cozy, Calm Crafternoon",Carrie Underwood,When I Was Your Man,$1.29,3:33,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11417,"Cozy, Calm Crafternoon",Carrie Underwood,I Got You,$1.29,2:59,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11418,"Cozy, Calm Crafternoon",Carrie Underwood,Carry You Home,$1.29,3:54,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11419,"Cozy, Calm Crafternoon",Carrie Underwood,Distant Sures,$0.99,3:11,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11420,"Cozy, Calm Crafternoon",Carrie Underwood,Manhattan,$1.29,4:38,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11421,"Cozy, Calm Crafternoon",Carrie Underwood,I Try,$1.29,3:59,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11422,"Cozy, Calm Crafternoon",Carrie Underwood,You Don't Know My Name,$1.29,6:06,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11423,"Cozy, Calm Crafternoon",Carrie Underwood,A Case Of You,$1.29,4:23,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11424,"Cozy, Calm Crafternoon",Carrie Underwood,Daughters [Clean],$1.29,3:57,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11425,"Cozy, Calm Crafternoon",Carrie Underwood,Till There Was You,$0.99,4:01,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11426,"Cozy, Calm Crafternoon",Carrie Underwood,All the Stars in Heaven (with Priscilla Ahn & Rachael Yamagata),$0.99,3:44,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11427,"Cozy, Calm Crafternoon",Carrie Underwood,Wreck Of The Day,$0.99,4:06,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11428,"Cozy, Calm Crafternoon",Carrie Underwood,Glitter In the Air,$1.29,3:47,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11429,"Cozy, Calm Crafternoon",Carrie Underwood,People Help The People,$1.29,4:16,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11430,"Cozy, Calm Crafternoon",Carrie Underwood,Latch (Acoustic),$1.29,3:43,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11431,"Cozy, Calm Crafternoon",Carrie Underwood,Home,$1.29,3:46,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11432,"Cozy, Calm Crafternoon",Carrie Underwood,Let Her Go,$1.29,4:12,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11433,"Cozy, Calm Crafternoon",Carrie Underwood,Like a Star,$1.29,4:03,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11434,"Cozy, Calm Crafternoon",Carrie Underwood,Can't Pretend,$1.29,3:37,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11435,"Cozy, Calm Crafternoon",Carrie Underwood,Lucky,$1.29,3:11,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11436,"Cozy, Calm Crafternoon",Carrie Underwood,Kiss Me,$1.29,4:40,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11437,"Cozy, Calm Crafternoon",Carrie Underwood,1234,$1.29,3:03,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11438,"Cozy, Calm Crafternoon",Carrie Underwood,Only Love,$1.29,4:09,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11439,"Cozy, Calm Crafternoon",Carrie Underwood,So Far Away,$1.29,3:55,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11440,"Cozy, Calm Crafternoon",Carrie Underwood,Irish Heartbeat,$1.29,5:14,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11441,"Cozy, Calm Crafternoon",Carrie Underwood,You Are Not Alone,$1.29,3:57,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11442,"Cozy, Calm Crafternoon",Carrie Underwood,When I Was Your Man,$1.29,3:33,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11443,"Cozy, Calm Crafternoon",Carrie Underwood,I Got You,$1.29,2:59,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11444,"Cozy, Calm Crafternoon",Carrie Underwood,Carry You Home,$1.29,3:54,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11445,"Cozy, Calm Crafternoon",Carrie Underwood,Distant Sures,$0.99,3:11,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11446,"Cozy, Calm Crafternoon",Carrie Underwood,Manhattan,$1.29,4:38,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11447,"Cozy, Calm Crafternoon",Carrie Underwood,I Try,$1.29,3:59,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11448,"Cozy, Calm Crafternoon",Carrie Underwood,You Don't Know My Name,$1.29,6:06,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11449,"Cozy, Calm Crafternoon",Carrie Underwood,A Case Of You,$1.29,4:23,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11450,"Cozy, Calm Crafternoon",Carrie Underwood,Daughters [Clean],$1.29,3:57,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11451,"Cozy, Calm Crafternoon",Carrie Underwood,Till There Was You,$0.99,4:01,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11452,"Cozy, Calm Crafternoon",Carrie Underwood,All the Stars in Heaven (with Priscilla Ahn & Rachael Yamagata),$0.99,3:44,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11453,"Cozy, Calm Crafternoon",Carrie Underwood,Wreck Of The Day,$0.99,4:06,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11454,"Cozy, Calm Crafternoon",Carrie Underwood,Glitter In the Air,$1.29,3:47,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11455,"Cozy, Calm Crafternoon",Carrie Underwood,People Help The People,$1.29,4:16,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11456,"Cozy, Calm Crafternoon",Carrie Underwood,Latch (Acoustic),$1.29,3:43,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11457,"Cozy, Calm Crafternoon",Carrie Underwood,Home,$1.29,3:46,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11458,"Cozy, Calm Crafternoon",Carrie Underwood,Let Her Go,$1.29,4:12,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11459,"Cozy, Calm Crafternoon",Carrie Underwood,Like a Star,$1.29,4:03,, 19 Recordings Limited / Arista Nashville, 2009 Roy Charles Herzer,Country,Country
11460,Cozza Frenzy DJ Tools,Bassnectar,Cozza Frenzy Parts (Acapella 128),$1.29,2:00," September 10, 2009", Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
11461,Cozza Frenzy DJ Tools,Bassnectar,Cozza Frenzy Parts (Beatz 138),$1.29,1:11," September 10, 2009", Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
11462,Cozza Frenzy DJ Tools,Bassnectar,Cozza Frenzy Parts (Synth 138),$1.29,1:23," September 10, 2009", Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
11463,Cozza Frenzy Remix Pack v.1,Bassnectar,Boombox (Bassnectar Remix),$0.99,4:00," January 26, 2010", Amorphous Music/Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
11464,Cozza Frenzy Remix Pack v.1,Bassnectar,Boombox (Bassnectar Remix Instrumental),$0.99,6:06," January 26, 2010", Amorphous Music/Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
11465,Cozza Frenzy Remix Pack v.1,Bassnectar,Boombox (Vadim Mix),$0.99,4:55," January 26, 2010", Amorphous Music/Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
11466,Cozza Frenzy Remix Pack v.1,Bassnectar,Boombox (Son of Kick Remix),$0.99,6:18," January 26, 2010", Amorphous Music/Child's Play, 2009 Roy Charles Herzer,"Electronica,Dance & Electronic,Dubstep",Electronic
